plasmids	segments
SRR5558325_RNODE_3_length_48779_cov_17.00030	12662
SRR5558325_RNODE_3_length_48779_cov_17.00030	1083
SRR5558325_RNODE_3_length_48779_cov_17.00030	84
SRR5558325_RNODE_3_length_48779_cov_17.00030	12151
SRR5558327_RNODE_2_length_2072_cov_8.00390	10876
SRR5558327_RNODE_2_length_2072_cov_8.00390	10878
SRR5558327_RNODE_2_length_2072_cov_8.00390	14760
SRR5558327_RNODE_5_length_2124_cov_8.00380	13350
SRR5558327_RNODE_5_length_2124_cov_8.00380	16182
SRR5558328_RNODE_7_length_9712_cov_6.13610	8980
SRR5558328_RNODE_7_length_9712_cov_6.13610	6680
SRR5558328_RNODE_7_length_9712_cov_6.13610	4866
SRR5558330_RNODE_18_length_43503_cov_16.00040	5709
SRR5558330_RNODE_18_length_43503_cov_16.00040	15283
SRR5558330_RNODE_18_length_43503_cov_16.00040	17343
SRR5558330_RNODE_18_length_43503_cov_16.00040	221
SRR5558330_RNODE_18_length_43503_cov_16.00040	155
SRR5558330_RNODE_18_length_43503_cov_16.00040	693
SRR5558330_RNODE_18_length_43503_cov_16.00040	17637
SRR5558334_RNODE_12_length_4040_cov_29.00720	20061
SRR5558334_RNODE_12_length_4040_cov_29.00720	12802
SRR5558334_RNODE_12_length_4040_cov_29.00720	19166
SRR5558334_RNODE_12_length_4040_cov_29.00720	11064
SRR5558335_RNODE_18_length_3732_cov_9.93250	12525
SRR5558335_RNODE_18_length_3732_cov_9.93250	20802
SRR5558340_RNODE_13_length_19385_cov_16.61330	15548
SRR5558340_RNODE_13_length_19385_cov_16.61330	1913
SRR5558340_RNODE_13_length_19385_cov_16.61330	18882
SRR5558340_RNODE_13_length_19385_cov_16.61330	2271
SRR5558340_RNODE_13_length_19385_cov_16.61330	14050
SRR5558340_RNODE_13_length_19385_cov_16.61330	734
SRR5558340_RNODE_13_length_19385_cov_16.61330	16832
SRR5558340_RNODE_13_length_19385_cov_16.61330	16066
SRR5558340_RNODE_13_length_19385_cov_16.61330	19022
SRR5558340_RNODE_13_length_19385_cov_16.61330	20371
SRR5558340_RNODE_13_length_19385_cov_16.61330	15302
SRR5558340_RNODE_13_length_19385_cov_16.61330	1513
SRR5558340_RNODE_13_length_19385_cov_16.61330	14019
SRR5558340_RNODE_13_length_19385_cov_16.61330	17061
SRR5558340_RNODE_13_length_19385_cov_16.61330	5263
SRR5558340_RNODE_13_length_19385_cov_16.61330	4857
SRR5558340_RNODE_13_length_19385_cov_16.61330	8364
SRR5558340_RNODE_13_length_19385_cov_16.61330	20837
SRR5558340_RNODE_13_length_19385_cov_16.61330	17962
SRR5558340_RNODE_13_length_19385_cov_16.61330	15853
SRR5558340_RNODE_13_length_19385_cov_16.61330	714
SRR5558340_RNODE_13_length_19385_cov_16.61330	9481
SRR5558340_RNODE_13_length_19385_cov_16.61330	500
SRR5558340_RNODE_13_length_19385_cov_16.61330	19636
SRR5558340_RNODE_13_length_19385_cov_16.61330	3800
SRR5558340_RNODE_13_length_19385_cov_16.61330	6067
SRR5558340_RNODE_13_length_19385_cov_16.61330	12027
SRR5558340_RNODE_13_length_19385_cov_16.61330	3929
SRR5558340_RNODE_13_length_19385_cov_16.61330	591
SRR5558340_RNODE_13_length_19385_cov_16.61330	911
SRR5558340_RNODE_13_length_19385_cov_16.61330	5313
SRR5558340_RNODE_13_length_19385_cov_16.61330	1170
SRR5558340_RNODE_13_length_19385_cov_16.61330	3410
SRR5558340_RNODE_13_length_19385_cov_16.61330	7068
SRR5558340_RNODE_13_length_19385_cov_16.61330	11340
SRR5558340_RNODE_13_length_19385_cov_16.61330	10675
SRR5558347_RNODE_11_length_1700_cov_11.84590	18680
SRR5558347_RNODE_11_length_1700_cov_11.84590	17927
SRR5558355_RNODE_5_length_2729_cov_4.00150	9902
SRR5558355_RNODE_5_length_2729_cov_4.00150	6898
SRR5558355_RNODE_5_length_2729_cov_4.00150	16789
SRR5558355_RNODE_5_length_2729_cov_4.00150	19368
SRR5558355_RNODE_5_length_2729_cov_4.00150	5894
SRR5558355_RNODE_5_length_2729_cov_4.00150	12032
SRR5558355_RNODE_5_length_2729_cov_4.00150	9219
SRR5558356_RNODE_9_length_1939_cov_5.32340	13632
SRR5558356_RNODE_9_length_1939_cov_5.32340	15709
SRR5558356_RNODE_9_length_1939_cov_5.32340	15571
SRR5558356_RNODE_9_length_1939_cov_5.32340	17474
SRR5558356_RNODE_9_length_1939_cov_5.32340	17319
SRR5558356_RNODE_9_length_1939_cov_5.32340	19421
SRR5558356_RNODE_9_length_1939_cov_5.32340	19491
SRR5558360_RNODE_9_length_1304_cov_3.00230	19768
SRR5558360_RNODE_9_length_1304_cov_3.00230	16410
SRR5558360_RNODE_9_length_1304_cov_3.00230	16978
SRR5558360_RNODE_9_length_1304_cov_3.00230	18603
SRR5558360_RNODE_9_length_1304_cov_3.00230	19145
SRR5558360_RNODE_9_length_1304_cov_3.00230	16995
SRR5558362_RNODE_18_length_39603_cov_43.00000	20449
SRR5558362_RNODE_18_length_39603_cov_43.00000	20908
SRR5558362_RNODE_18_length_39603_cov_43.00000	11751
SRR5558362_RNODE_18_length_39603_cov_43.00000	14277
SRR5558362_RNODE_18_length_39603_cov_43.00000	19452
SRR5558362_RNODE_18_length_39603_cov_43.00000	5678
SRR5558362_RNODE_18_length_39603_cov_43.00000	10591
SRR5558362_RNODE_18_length_39603_cov_43.00000	18959
SRR5558362_RNODE_18_length_39603_cov_43.00000	5952
SRR5558362_RNODE_18_length_39603_cov_43.00000	4897
SRR5558362_RNODE_18_length_39603_cov_43.00000	7489
SRR5558362_RNODE_18_length_39603_cov_43.00000	17813
SRR5558362_RNODE_18_length_39603_cov_43.00000	11468
SRR5558362_RNODE_18_length_39603_cov_43.00000	5774
SRR5558362_RNODE_18_length_39603_cov_43.00000	4728
SRR5558362_RNODE_18_length_39603_cov_43.00000	10490
SRR5558362_RNODE_18_length_39603_cov_43.00000	12578
SRR5558366_RNODE_5_length_95766_cov_8.99640	19568
SRR5558367_RNODE_13_length_1525_cov_4.60330	15647
SRR5558367_RNODE_13_length_1525_cov_4.60330	20695
SRR5558382_RNODE_27_length_10542_cov_5.49958	6354
SRR5558382_RNODE_27_length_10542_cov_5.49958	11237
SRR5558382_RNODE_27_length_10542_cov_5.49958	16773
SRR5558382_RNODE_27_length_10542_cov_5.49958	12328
SRR5558382_RNODE_2_length_6635_cov_6.58630	9544
SRR5558382_RNODE_2_length_6635_cov_6.58630	15475
SRR5558382_RNODE_2_length_6635_cov_6.58630	6333
SRR5558382_RNODE_2_length_6635_cov_6.58630	6270
SRR5558382_RNODE_2_length_6635_cov_6.58630	4384
SRR5558387_RNODE_14_length_1260_cov_7.00560	17728
SRR5558387_RNODE_14_length_1260_cov_7.00560	18950
SRR5558388_RNODE_27_length_2224_cov_4.00180	16131
SRR5558388_RNODE_27_length_2224_cov_4.00180	19066
SRR5558388_RNODE_27_length_2224_cov_4.00180	17367
SRR5558390_RNODE_2_length_1314_cov_5.00380	17122
SRR5558390_RNODE_2_length_1314_cov_5.00380	17115
SRR5558393_RNODE_3_length_25501_cov_17.00000	9230
SRR5558393_RNODE_3_length_25501_cov_17.00000	7818
SRR5558393_RNODE_3_length_25501_cov_17.00000	17787
SRR5558393_RNODE_3_length_25501_cov_17.00000	320
SRR5558393_RNODE_3_length_25501_cov_17.00000	11587
SRR5558393_RNODE_3_length_25501_cov_17.00000	12534
SRR5558393_RNODE_3_length_25501_cov_17.00000	2967
SRR5558393_RNODE_3_length_25501_cov_17.00000	15463
SRR5558393_RNODE_3_length_25501_cov_17.00000	18783
SRR5558393_RNODE_3_length_25501_cov_17.00000	218
SRR5558393_RNODE_3_length_25501_cov_17.00000	8942
SRR5558393_RNODE_3_length_25501_cov_17.00000	6180
SRR5558393_RNODE_3_length_25501_cov_17.00000	13886
SRR5558393_RNODE_3_length_25501_cov_17.00000	19321
SRR5558394_RNODE_10_length_23971_cov_15.94480	11587
SRR5558394_RNODE_10_length_23971_cov_15.94480	218
SRR5558394_RNODE_10_length_23971_cov_15.94480	2967
SRR5558394_RNODE_10_length_23971_cov_15.94480	15463
SRR5558394_RNODE_10_length_23971_cov_15.94480	320
SRR5558394_RNODE_10_length_23971_cov_15.94480	12534
SRR5558394_RNODE_10_length_23971_cov_15.94480	13886
SRR5558394_RNODE_10_length_23971_cov_15.94480	9230
SRR5558394_RNODE_10_length_23971_cov_15.94480	18783
SRR5558394_RNODE_10_length_23971_cov_15.94480	7818
SRR5558394_RNODE_10_length_23971_cov_15.94480	8942
SRR5558394_RNODE_11_length_2719_cov_2.09780	17784
SRR5558394_RNODE_11_length_2719_cov_2.09780	18205
SRR5558394_RNODE_11_length_2719_cov_2.09780	15867
SRR5558394_RNODE_11_length_2719_cov_2.09780	16503
SRR5558394_RNODE_11_length_2719_cov_2.09780	15339
SRR5558394_RNODE_11_length_2719_cov_2.09780	16327
SRR5558394_RNODE_11_length_2719_cov_2.09780	18545
SRR5558394_RNODE_11_length_2719_cov_2.09780	12091
SRR5558394_RNODE_11_length_2719_cov_2.09780	16581
SRR5558394_RNODE_11_length_2719_cov_2.09780	18833
SRR5558394_RNODE_11_length_2719_cov_2.09780	12143
SRR5558394_RNODE_11_length_2719_cov_2.09780	18077
SRR5558394_RNODE_11_length_2719_cov_2.09780	18874
SRR5558394_RNODE_11_length_2719_cov_2.09780	12086
SRR5558394_RNODE_11_length_2719_cov_2.09780	9799
SRR5558394_RNODE_11_length_2719_cov_2.09780	10785
SRR5558394_RNODE_11_length_2719_cov_2.09780	11084
SRR5558394_RNODE_11_length_2719_cov_2.09780	12188
SRR5558394_RNODE_11_length_2719_cov_2.09780	20875
SRR5558394_RNODE_11_length_2719_cov_2.09780	8051
SRR5558394_RNODE_11_length_2719_cov_2.09780	15773
SRR5558394_RNODE_11_length_2719_cov_2.09780	12435
SRR5558394_RNODE_11_length_2719_cov_2.09780	14304
SRR5558394_RNODE_11_length_2719_cov_2.09780	19829
SRR5558394_RNODE_11_length_2719_cov_2.09780	10156
SRR5558394_RNODE_11_length_2719_cov_2.09780	10882
SRR5558394_RNODE_11_length_2719_cov_2.09780	14534
SRR5558394_RNODE_11_length_2719_cov_2.09780	11060
SRR5558394_RNODE_11_length_2719_cov_2.09780	20863
SRR5558394_RNODE_11_length_2719_cov_2.09780	20546
SRR5558394_RNODE_11_length_2719_cov_2.09780	20468
SRR5558394_RNODE_11_length_2719_cov_2.09780	13691
SRR5558394_RNODE_11_length_2719_cov_2.09780	15770
SRR5558394_RNODE_11_length_2719_cov_2.09780	13635
SRR5558394_RNODE_11_length_2719_cov_2.09780	7871
SRR5558394_RNODE_11_length_2719_cov_2.09780	9658
SRR5558394_RNODE_11_length_2719_cov_2.09780	9517
SRR5558394_RNODE_11_length_2719_cov_2.09780	20219
SRR5558394_RNODE_11_length_2719_cov_2.09780	12545
SRR5558394_RNODE_11_length_2719_cov_2.09780	7876
SRR5558394_RNODE_11_length_2719_cov_2.09780	8992
SRR5558394_RNODE_11_length_2719_cov_2.09780	7988
SRR5558394_RNODE_11_length_2719_cov_2.09780	13630
SRR5558394_RNODE_11_length_2719_cov_2.09780	20889
SRR5558394_RNODE_11_length_2719_cov_2.09780	12559
SRR5558395_RNODE_11_length_2057_cov_5.89500	15074
SRR5558395_RNODE_11_length_2057_cov_5.89500	15364
SRR5558395_RNODE_11_length_2057_cov_5.89500	12657
SRR5558395_RNODE_11_length_2057_cov_5.89500	9441
SRR5558395_RNODE_11_length_2057_cov_5.89500	10584
SRR5558395_RNODE_11_length_2057_cov_5.89500	8982
SRR5558395_RNODE_11_length_2057_cov_5.89500	19238
SRR5558395_RNODE_11_length_2057_cov_5.89500	11266
SRR5558395_RNODE_11_length_2057_cov_5.89500	10972
SRR5558395_RNODE_11_length_2057_cov_5.89500	9254
SRR5558395_RNODE_11_length_2057_cov_5.89500	9834
SRR5558396_RNODE_11_length_52126_cov_31.77050	5016
SRR5558398_RNODE_3_length_1364_cov_10.83870	18280
SRR5558398_RNODE_3_length_1364_cov_10.83870	13691
SRR5558398_RNODE_3_length_1364_cov_10.83870	10882
SRR5558398_RNODE_3_length_1364_cov_10.83870	18833
SRR5558398_RNODE_3_length_1364_cov_10.83870	19829
SRR5558398_RNODE_3_length_1364_cov_10.83870	7876
SRR5558398_RNODE_3_length_1364_cov_10.83870	16539
SRR5558398_RNODE_3_length_1364_cov_10.83870	11084
SRR5558398_RNODE_3_length_1364_cov_10.83870	20875
SRR5558398_RNODE_3_length_1364_cov_10.83870	18874
SRR5558398_RNODE_3_length_1364_cov_10.83870	20580
SRR5558398_RNODE_3_length_1364_cov_10.83870	13630
SRR5558398_RNODE_3_length_1364_cov_10.83870	9658
SRR5558398_RNODE_3_length_1364_cov_10.83870	8992
SRR5558398_RNODE_3_length_1364_cov_10.83870	16543
SRR5558398_RNODE_3_length_1364_cov_10.83870	10785
SRR5558398_RNODE_3_length_1364_cov_10.83870	12545
SRR5558398_RNODE_3_length_1364_cov_10.83870	20546
SRR5558398_RNODE_3_length_1364_cov_10.83870	20889
SRR5558398_RNODE_3_length_1364_cov_10.83870	18077
SRR5558398_RNODE_3_length_1364_cov_10.83870	16503
SRR5558398_RNODE_3_length_1364_cov_10.83870	15867
SRR5558398_RNODE_3_length_1364_cov_10.83870	20468
SRR5558398_RNODE_3_length_1364_cov_10.83870	13635
SRR5558398_RNODE_3_length_1364_cov_10.83870	12143
SRR5558398_RNODE_3_length_1364_cov_10.83870	12091
SRR5558398_RNODE_3_length_1364_cov_10.83870	16327
SRR5558398_RNODE_3_length_1364_cov_10.83870	18545
SRR5558398_RNODE_3_length_1364_cov_10.83870	17784
SRR5558398_RNODE_3_length_1364_cov_10.83870	12188
SRR5558398_RNODE_3_length_1364_cov_10.83870	14304
SRR5558398_RNODE_3_length_1364_cov_10.83870	8051
SRR5558398_RNODE_3_length_1364_cov_10.83870	15773
SRR5558398_RNODE_3_length_1364_cov_10.83870	15339
SRR5558398_RNODE_3_length_1364_cov_10.83870	14534
SRR5558401_RNODE_12_length_2801_cov_3.19710	17284
SRR5558401_RNODE_12_length_2801_cov_3.19710	19529
SRR5558401_RNODE_12_length_2801_cov_3.19710	11143
SRR5558401_RNODE_12_length_2801_cov_3.19710	20915
SRR5558401_RNODE_12_length_2801_cov_3.19710	18829
SRR5558405_RNODE_2_length_31422_cov_341.00000	17359
SRR5558409_RNODE_17_length_1242_cov_5.00400	17827
SRR5558409_RNODE_17_length_1242_cov_5.00400	17811
SRR5558412_RNODE_7_length_2276_cov_3.94380	15168
SRR5558412_RNODE_7_length_2276_cov_3.94380	13478
SRR5558412_RNODE_7_length_2276_cov_3.94380	15200
SRR5558412_RNODE_7_length_2276_cov_3.94380	21126
SRR5558412_RNODE_7_length_2276_cov_3.94380	19620
SRR5558412_RNODE_7_length_2276_cov_3.94380	19918
SRR5558412_RNODE_7_length_2276_cov_3.94380	19509
SRR5579955_RNODE_29_length_50660_cov_70.72600	14474
SRR5579957_RNODE_9_length_3195_cov_5.93110	12231
SRR5579957_RNODE_9_length_3195_cov_5.93110	18031
SRR5579957_RNODE_9_length_3195_cov_5.93110	20443
SRR5579957_RNODE_9_length_3195_cov_5.93110	16564
SRR5579958_RNODE_22_length_6629_cov_19.17519	5691
SRR5579958_RNODE_22_length_6629_cov_19.17519	4907
SRR5579958_RNODE_22_length_6629_cov_19.17519	4642
SRR5579958_RNODE_22_length_6629_cov_19.17519	3789
SRR5579958_RNODE_22_length_6629_cov_19.17519	6877
SRR5579958_RNODE_22_length_6629_cov_19.17519	9832
SRR5579958_RNODE_22_length_6629_cov_19.17519	8023
SRR5579958_RNODE_22_length_6629_cov_19.17519	7941
SRR5579958_RNODE_22_length_6629_cov_19.17519	4848
SRR5579958_RNODE_22_length_6629_cov_19.17519	8467
SRR5579958_RNODE_22_length_6629_cov_19.17519	18195
SRR5579958_RNODE_22_length_6629_cov_19.17519	9031
SRR5579958_RNODE_22_length_6629_cov_19.17519	8431
SRR5579958_RNODE_22_length_6629_cov_19.17519	19114
SRR5579958_RNODE_22_length_6629_cov_19.17519	14449
SRR5579958_RNODE_22_length_6629_cov_19.17519	11692
SRR5579958_RNODE_22_length_6629_cov_19.17519	5508
SRR5579958_RNODE_22_length_6629_cov_19.17519	7006
SRR5579958_RNODE_22_length_6629_cov_19.17519	17005
SRR5579958_RNODE_22_length_6629_cov_19.17519	13368
SRR5579958_RNODE_22_length_6629_cov_19.17519	2638
SRR5579958_RNODE_22_length_6629_cov_19.17519	3864
SRR5579958_RNODE_22_length_6629_cov_19.17519	11267
SRR5579958_RNODE_22_length_6629_cov_19.17519	11478
SRR5579958_RNODE_22_length_6629_cov_19.17519	12809
SRR5579958_RNODE_22_length_6629_cov_19.17519	10282
SRR5579958_RNODE_22_length_6629_cov_19.17519	14327
SRR5579958_RNODE_22_length_6629_cov_19.17519	10642
SRR5579958_RNODE_22_length_6629_cov_19.17519	8408
SRR5579958_RNODE_22_length_6629_cov_19.17519	7346
SRR5579958_RNODE_22_length_6629_cov_19.17519	4726
SRR5579958_RNODE_22_length_6629_cov_19.17519	10483
SRR5579958_RNODE_22_length_6629_cov_19.17519	16669
SRR5579958_RNODE_22_length_6629_cov_19.17519	14873
SRR5579958_RNODE_22_length_6629_cov_19.17519	16582
SRR5579958_RNODE_22_length_6629_cov_19.17519	15864
SRR5579958_RNODE_22_length_6629_cov_19.17519	8229
SRR5579958_RNODE_22_length_6629_cov_19.17519	15837
SRR5579958_RNODE_22_length_6629_cov_19.17519	14624
SRR5579958_RNODE_22_length_6629_cov_19.17519	14352
SRR5579958_RNODE_22_length_6629_cov_19.17519	15269
SRR5579960_RNODE_14_length_10264_cov_66.00000	10128
SRR5579960_RNODE_14_length_10264_cov_66.00000	1200
SRR5579960_RNODE_14_length_10264_cov_66.00000	11070
SRR5579960_RNODE_14_length_10264_cov_66.00000	6664
SRR5579960_RNODE_14_length_10264_cov_66.00000	3371
SRR5579960_RNODE_14_length_10264_cov_66.00000	2686
SRR5579960_RNODE_14_length_10264_cov_66.00000	10339
SRR5579960_RNODE_14_length_10264_cov_66.00000	7198
SRR5579960_RNODE_14_length_10264_cov_66.00000	5812
SRR5579960_RNODE_14_length_10264_cov_66.00000	11953
SRR5579960_RNODE_14_length_10264_cov_66.00000	16401
SRR5579960_RNODE_14_length_10264_cov_66.00000	18879
SRR5579960_RNODE_14_length_10264_cov_66.00000	13689
SRR5579960_RNODE_14_length_10264_cov_66.00000	11642
SRR5579960_RNODE_14_length_10264_cov_66.00000	2252
SRR5579960_RNODE_14_length_10264_cov_66.00000	19042
SRR5579960_RNODE_14_length_10264_cov_66.00000	17067
SRR5579960_RNODE_14_length_10264_cov_66.00000	5974
SRR5579960_RNODE_14_length_10264_cov_66.00000	19586
SRR5579960_RNODE_14_length_10264_cov_66.00000	18627
SRR5579960_RNODE_14_length_10264_cov_66.00000	16780
SRR5579960_RNODE_14_length_10264_cov_66.00000	16825
SRR5579960_RNODE_14_length_10264_cov_66.00000	1837
SRR5579960_RNODE_14_length_10264_cov_66.00000	2217
SRR5579963_RNODE_2_length_1552_cov_5.86210	20136
SRR5579963_RNODE_2_length_1552_cov_5.86210	16083
SRR5579967_RNODE_15_length_3207_cov_13.22420	14287
SRR5579971_RNODE_1_length_1671_cov_6.00360	19930
SRR5579972_RNODE_6_length_2267_cov_8.92240	17826
SRR5579972_RNODE_6_length_2267_cov_8.92240	21126
SRR5579972_RNODE_6_length_2267_cov_8.92240	15168
SRR5579972_RNODE_6_length_2267_cov_8.92240	9814
SRR5579972_RNODE_6_length_2267_cov_8.92240	19509
SRR5579972_RNODE_6_length_2267_cov_8.92240	9870
SRR5579972_RNODE_6_length_2267_cov_8.92240	13478
SRR5579972_RNODE_6_length_2267_cov_8.92240	19918
SRR5579972_RNODE_6_length_2267_cov_8.92240	19620
SRR5579972_RNODE_6_length_2267_cov_8.92240	21161
SRR5579975_RNODE_6_length_1878_cov_4.00210	11534
SRR5579975_RNODE_6_length_1878_cov_4.00210	19832
SRR5579978_RNODE_29_length_13457_cov_19.00140	14736
SRR5579978_RNODE_40_length_2097_cov_4.00000	10597
SRR5579979_RNODE_11_length_4067_cov_58.00000	7466
SRR5579979_RNODE_11_length_4067_cov_58.00000	11663
SRR5579979_RNODE_11_length_4067_cov_58.00000	15679
SRR5579979_RNODE_11_length_4067_cov_58.00000	9823
SRR5579979_RNODE_11_length_4067_cov_58.00000	4205
SRR5579979_RNODE_11_length_4067_cov_58.00000	6937
SRR5579979_RNODE_9_length_11992_cov_6.65170	1928
SRR5579979_RNODE_9_length_11992_cov_6.65170	19293
SRR5579979_RNODE_9_length_11992_cov_6.65170	14311
SRR5579979_RNODE_9_length_11992_cov_6.65170	1645
SRR5579980_RNODE_28_length_4044_cov_4.42510	17703
SRR5579980_RNODE_6_length_2204_cov_3.00000	17283
SRR5579980_RNODE_6_length_2204_cov_3.00000	19495
SRR5579982_RNODE_5_length_1663_cov_4.00240	17802
SRR5579982_RNODE_5_length_1663_cov_4.00240	17761
SRR5579987_RNODE_8_length_5711_cov_4.83680	17123
SRR5579987_RNODE_8_length_5711_cov_4.83680	15763
SRR5579994_RNODE_5_length_2403_cov_16.04120	9134
SRR5579994_RNODE_5_length_2403_cov_16.04120	7843
SRR5579994_RNODE_7_length_4142_cov_11.88310	9143
SRR5579995_RNODE_6_length_8156_cov_36.00000	5543
SRR5579995_RNODE_6_length_8156_cov_36.00000	20235
SRR5579995_RNODE_6_length_8156_cov_36.00000	20553
SRR5579995_RNODE_6_length_8156_cov_36.00000	11090
SRR5579995_RNODE_6_length_8156_cov_36.00000	12218
SRR5579995_RNODE_6_length_8156_cov_36.00000	12799
SRR5579995_RNODE_6_length_8156_cov_36.00000	12412
SRR5579995_RNODE_6_length_8156_cov_36.00000	17125
SRR5579995_RNODE_6_length_8156_cov_36.00000	15951
SRR5580007_RNODE_7_length_1218_cov_5.00410	18228
SRR5580007_RNODE_7_length_1218_cov_5.00410	18217
SRR5580009_RNODE_14_length_5306_cov_63.00000	18237
SRR5580009_RNODE_14_length_5306_cov_63.00000	7992
SRR5580009_RNODE_14_length_5306_cov_63.00000	5288
SRR5580009_RNODE_8_length_3637_cov_35.78830	8652
SRR5580009_RNODE_8_length_3637_cov_35.78830	5198
SRR5580009_RNODE_8_length_3637_cov_35.78830	10486
SRR5580009_RNODE_8_length_3637_cov_35.78830	5232
SRR5580009_RNODE_8_length_3637_cov_35.78830	9614
SRR5580009_RNODE_8_length_3637_cov_35.78830	8363
SRR5580009_RNODE_8_length_3637_cov_35.78830	7184
SRR5580009_RNODE_8_length_3637_cov_35.78830	21187
SRR5580009_RNODE_8_length_3637_cov_35.78830	6143
SRR5580009_RNODE_8_length_3637_cov_35.78830	19287
SRR5580009_RNODE_8_length_3637_cov_35.78830	16505
SRR5580009_RNODE_8_length_3637_cov_35.78830	7161
SRR5580009_RNODE_8_length_3637_cov_35.78830	5192
SRR5580009_RNODE_8_length_3637_cov_35.78830	14866
SRR5580009_RNODE_8_length_3637_cov_35.78830	12246
SRR5580009_RNODE_8_length_3637_cov_35.78830	12105
SRR5580009_RNODE_8_length_3637_cov_35.78830	17714
SRR5580009_RNODE_8_length_3637_cov_35.78830	13707
SRR5580009_RNODE_8_length_3637_cov_35.78830	11772
SRR5580012_RNODE_5_length_3169_cov_4.05080	17430
SRR5580013_RNODE_10_length_1701_cov_22.05350	12538
SRR5580013_RNODE_10_length_1701_cov_22.05350	19608
SRR5580013_RNODE_10_length_1701_cov_22.05350	18758
SRR5580013_RNODE_10_length_1701_cov_22.05350	16582
SRR5580013_RNODE_10_length_1701_cov_22.05350	13368
SRR5580013_RNODE_10_length_1701_cov_22.05350	17130
SRR5580013_RNODE_10_length_1701_cov_22.05350	14873
SRR5580013_RNODE_10_length_1701_cov_22.05350	16236
SRR5580016_RNODE_7_length_1844_cov_6.00330	20283
SRR5580016_RNODE_7_length_1844_cov_6.00330	17995
SRR5580019_RNODE_1_length_35365_cov_11.99250	900
SRR5580019_RNODE_1_length_35365_cov_11.99250	1267
SRR5580019_RNODE_1_length_35365_cov_11.99250	13281
SRR5580019_RNODE_1_length_35365_cov_11.99250	15852
SRR5580019_RNODE_1_length_35365_cov_11.99250	1018
SRR5580019_RNODE_1_length_35365_cov_11.99250	1184
SRR5580019_RNODE_1_length_35365_cov_11.99250	997
SRR5580022_RNODE_7_length_8912_cov_36.00000	5662
SRR5580022_RNODE_7_length_8912_cov_36.00000	4556
SRR5580022_RNODE_7_length_8912_cov_36.00000	17643
SRR5580022_RNODE_7_length_8912_cov_36.00000	19450
SRR5580022_RNODE_7_length_8912_cov_36.00000	20602
SRR5580022_RNODE_7_length_8912_cov_36.00000	3586
SRR5580022_RNODE_7_length_8912_cov_36.00000	4302
SRR5580022_RNODE_7_length_8912_cov_36.00000	13462
SRR5580022_RNODE_7_length_8912_cov_36.00000	19109
SRR5580022_RNODE_7_length_8912_cov_36.00000	12815
SRR5580022_RNODE_7_length_8912_cov_36.00000	19805
SRR5580022_RNODE_7_length_8912_cov_36.00000	19500
SRR5580024_RNODE_1_length_5279_cov_8.21240	7108
SRR5580024_RNODE_1_length_5279_cov_8.21240	14740
SRR5580032_RNODE_16_length_1076_cov_6.00560	20096
SRR5580032_RNODE_16_length_1076_cov_6.00560	20180
SRR5580032_RNODE_8_length_3595_cov_10.00280	6029
SRR5580032_RNODE_8_length_3595_cov_10.00280	20425
SRR5580032_RNODE_8_length_3595_cov_10.00280	18302
SRR5580032_RNODE_8_length_3595_cov_10.00280	11772
SRR5580032_RNODE_8_length_3595_cov_10.00280	5777
SRR5580032_RNODE_8_length_3595_cov_10.00280	5440
SRR5580032_RNODE_8_length_3595_cov_10.00280	16505
SRR5580032_RNODE_8_length_3595_cov_10.00280	13707
SRR5580032_RNODE_8_length_3595_cov_10.00280	14866
SRR5580032_RNODE_8_length_3595_cov_10.00280	8665
SRR5580032_RNODE_8_length_3595_cov_10.00280	15138
SRR5580032_RNODE_8_length_3595_cov_10.00280	7095
SRR5580032_RNODE_8_length_3595_cov_10.00280	12105
SRR5580032_RNODE_8_length_3595_cov_10.00280	13877
SRR5580032_RNODE_8_length_3595_cov_10.00280	5323
SRR5580032_RNODE_8_length_3595_cov_10.00280	7161
SRR5580035_RNODE_2_length_1232_cov_3.84500	18092
SRR5580035_RNODE_37_length_4167_cov_5.57120	12089
SRR5580035_RNODE_37_length_4167_cov_5.57120	18847
SRR5580035_RNODE_37_length_4167_cov_5.57120	20012
SRR5580035_RNODE_37_length_4167_cov_5.57120	8696
SRR5580035_RNODE_37_length_4167_cov_5.57120	10422
SRR5580036_RNODE_45_length_3658_cov_11.00300	4959
SRR5580036_RNODE_45_length_3658_cov_11.00300	18982
SRR5580036_RNODE_45_length_3658_cov_11.00300	8265
SRR5580036_RNODE_45_length_3658_cov_11.00300	17016
SRR5580037_RNODE_4_length_2152_cov_12.00560	17275
SRR5580037_RNODE_4_length_2152_cov_12.00560	12966
SRR5580037_RNODE_4_length_2152_cov_12.00560	20737
SRR5580038_RNODE_20_length_6336_cov_36.27733	16451
SRR5580038_RNODE_20_length_6336_cov_36.27733	7774
SRR5580038_RNODE_20_length_6336_cov_36.27733	10688
SRR5580038_RNODE_20_length_6336_cov_36.27733	13065
SRR5580038_RNODE_20_length_6336_cov_36.27733	8009
SRR5580038_RNODE_20_length_6336_cov_36.27733	16724
SRR5580038_RNODE_20_length_6336_cov_36.27733	15807
SRR5580038_RNODE_20_length_6336_cov_36.27733	14071
SRR5580038_RNODE_20_length_6336_cov_36.27733	5600
SRR5580038_RNODE_20_length_6336_cov_36.27733	6903
SRR5580038_RNODE_20_length_6336_cov_36.27733	6657
